pagina,opinion,estrellas
21,"Es aburridísimo, he llegado a la página 288, y no he podido seguir leyendo más, es un plomo, los personajes, son ñoños, carecen de personalidad, como la pavisosa de Anastasia, los dialogos se repiten hasta la saciedad, y es bastante previsible, en resumen una novela malísima, la peor que he leido.",1
21,"Ya que estoy pasando una cierta crisis de la lectura (antes leía con pasión todo cuanto caía entre mis manos) decidí leer esta obra que todo el mundo parece adorar. Pensé: ""bueno, no será un clásico de la literatura universal, pero me entretendrá"". Pero no esperaba una obra tan mala.Está correctamente redactada, al menos. Es de lectura fácil, lo cual en principio es de agradecer. Tampoco destaca por un estilo sumamente cuidado, descriptivo o rico en semántica.La temática es pobre y burda, bastante poco creíble y muy fantasiosa. Tiene el estilo para gustar a chicas adolescentes: un chico muy rico, muy guapo y alucinante se enamora tanto de ella que sus heridas más profundas se curan sólo por amor. La recoge desde cualquier parte en avión privado y derrocha toda su riqueza en vestidos, cenas lujosísimas y en ir a visitarla aunque esté en otro estado (de los Estados Unidos). Él es un importante hombre de negocios, pero desde que se enamora de ella parece que no importe el ir a trabajar. Qué facil todo ¿no?En cuanto al tema que tanto revuelo crea, que es la de las relaciones sadomasoquistas, pienso que no hacía falta un libro en tres volúmenes para dar a conocer lo que se puede encontrar en cualquier blog de internet. No hay sorpresas en este sentido ni sensación de haber leido algo gordo.En suma, una obra pobre de la que no se espera demasiada reflexión.Me molesta mucho que al lector se nos suponga cierta imbecilidad.",1
21,"Como todo el mundo hablaba del libro me dejé llevar por la curiosidad y como dice el refrán: ""La curiosidad mató al gato"". ¡Qué pesar el dinero invertido en comprarlo!Primero pensé que era muy mala la traducción, después me dije: no puede ser tan malo el traductor. En mi modesta opinión  es un enigma que hayan vendido tantos ejemplares de algo tan mal escrito, repetitivo, cansón. Creo que hasta con mi mal inglés, podría entenderlo perfectamente en su idioma original porque no utiliza más de mil palabras en toda la trilogía, eso sí, las mismas las repite hasta la saciedad: ""me muerdo el labio"", ""pongo los ojos en blanco"", ""la diosa que llevo dentro"", ""es tan guapo Grey"", ""Dios mio, qué guapo"". Ahora harán la peli y me pregunto...¿ cómo algo tan insustancial, podrá llegar a una hora y treinta minutos, tiempo que más o menos tienen los filmes? Con sexo puro y duro, seguro. Entonces será también un éxito de taquilla, pero por nada más.",1
21,"Ay Dios! pero cómo puede haber gustado este libro! bueno, quizá a los 15 años me hubiese entretenido, yo lo pondría junto a las películas de Mari Sol y Joselito entre las cosas que procuraré que mi hija no cate.... como ser una ñoña en una trilogía.",1
22,"No sería capaz de recomendar este libro ni a mi peor enemigo. Está muy mal escrito. Es repetitivo, soso, irreal hasta límites insospechados. Alucino con el éxito que ha conseguido, porque a la cuarta página te das cuenta que no se trata de que te guste o no la historia, de que el género erótico te entretenga más o menos, es que reitero...está muy mal escrito. No vale lo que cuesta. No merece la pena.",1
22,"No tengo nada que añadir a las críticas publicadas. Si pretende ser porno, es cutre-salchichero; los personajes son infumables: ella es hueca como una flauta, él es menos creíble que un superhéroe (guapo...rico...atormentado...viciosillo pero amoroso....piloto de planeadores y empresario exitoso....), y ya habréis leído que ""la cosa"" discurre en un prodigio de gesticulaciones y sonidos (fruncimiento de ceños, mordedura de labios, puesta de ojos en blanco, uaus, gemidos...). Después de leer las críticas negativas de una novela tan aclamada, decidí que debía leerla para formarme mi propia opinión. Absolutamente desaconsejable. Como ha apuntado otro ""opinante"", con las pelas de las otras dos me compro 18 e-libros.",1
22,"El libro maneja un lenguaje sumamente plano y básico. El sexo que se describe no solo es sumamente soso y aburrido, es innecesario. Se describen relaciones sexuales absurdas una y otra vez interrumpiendo los pocos segmentos interesante que contiene la trama. La historia es tan fantasiosa e irreal que deberían catalogarlo como ciencia ficción. Es difícil identificarse con cualquiera de los personajes. Christian Grey es como un unicornio, un hombre perfecto en todos los sentidos, si TODOS y Anastasia Steele no cuenta con ninguna característica o atributo rescatable. Es una mujer que sin una gota de gracia, sin inteligencia, sin belleza, sin mover un dedo consiguió al soltero mas codiciado de Seattle, ¿en serio? Si esto es un best seller la literatura moderna esta en serios, serios problemas.",1
22,"..., O, quizá, la inconsciente que se cree diosa. Vivimos en un mundo en el que se adora al dinero, y los ricos son los sumos sacerdotes de semejante religión. La autora de este libro, doña E.L. James, ha intentado construir un ""bset-seller"", o súper ventas reuniendo los elementos más manidos de la novela romántica para mujeres (que por lo visto tiene un plus cuando resulta que es una mujer la que lo escribe) con un tema que se está alzando concierta popularidad creciente, el BDSM, o ""lado obscuro del amor"".A lo largo de más de doce mil posiciones (exactamente 12541, según mi kindle), que parece ser que equivalen a 544 páginas (que supongo que es lo que tiene la versión impresa en papel), he sufrido esta enorme tomadura de pelo que una avispada escritora ha vendido como una moderna incursión en el mencionado mundo del BDSM, calificándolo con poca fortuna como ""porno para mamás"". Sin embargo, es mentira.El BDSM no tienen nada que ver con esta penosa historia romanticoide donde se han intentado mezclar cosas incompatibles, y el resultado ha sido igual que cuando te haces un té con leche y luego decides echarle limón: que el todo se estropea. Porque este libro, si es cierto que tenía como objetivo que lo leyeran las mamás interesadas en el porno, debería haber ido definiendo las prácticas de BDSM que sí se mencionan e incluso aparecen realizadas en el transcurso del argumento. Pero hay dos pilares, en los que se basa ese lado del amor, que están ausentes de la historia: el código SSC y el subespacio. SSC es un acrónimo que procede de las palabras ""sano"", ""seguro"" y ""consensuado"". Sólo hay una referencia velada a lo consensuado ante la referencia frecuente a ""el contrato"". Un contrato, por cierto, que aparece cerrado y cuya firma no es requisito para iniciar las actividades. Se discuten los límites, cierto, pero no dan alternativas. Ni se explican mucho las actividades. El protagonista se nos presenta desde el principio hasta el final de la obra como un ser difícil de conocer y con el alma rota, un ser que no es normal y que disfruta con el daño ajeno. Un bicho raro, vaya. Pero ella, que es muy lista, se hace pasar por sumisa, y poco a poco lo va ""redimiendo"", cual Margarita al Doctor Fausto, aunque haya ciertas salvedades que diferencian esta historia de la del inmortal Goethe. Naturalmente, por eso la de este es una obra de arte, pero no ambas.El ""subespacio"", en cambio, aparece totalmente ausente de este libro, siquiera por referencia lejana. No existe porque la autora ni sabe lo que es una sumisa, ni se ha dignado documentarse sobre el tema, sobre el que hay excelentes obras divulgativas, por cierto. Porque hay una frontera entre el dolor  y el placer que la señora James no se ha molestado en indagar. Porque cuando el ser humano traspasa ciertos límites de dolor o de miedo ve su organismo invadido por las endorfinas, drogas naturales, que ayudan a superar situaciones de extremo peligro o desazón. Eso tendría que haber invadido el cuerpo de la protagonista en ciertos momentos de la historia, pero resulta que no, que como buena marciana, o auténtico ser esquizoide o totalmente inhumano, carece totalmente de eso, de endorfinas, y todo el planteamiento cerebral y pacato se viene abajo por sí mismo: el que causa dolor es malo, el sádico es un enfermo, y la moderna Orfea no puede hacer mucho para rescatar de ese infierno al moderno Euridicio, quizá porque sí que vuelve su vista atrás. Demasiado préstamos de mitos y tabúes de otra civilización que se supone que estamos superando.Si comparamos esta historia con ""El esclavo"", de Jack Crane (ASIN B007DKNPD4), nos enteramos de lo que verdaderamente se considera BDSM en todos los manuales y por parte de casi todos los que practican esta faceta de las relaciones humanas (y que, como en todo, siempre hay quien toca de oído, o basándose en lo que le ha contado ""uno que sabe mucho""): allí también hay un millonario, un tiburón de las finanzas, que juega al BDSM. Pero ella no lo sabe. En un momento determinado Anastasia Steele (la heroína del libro de James) se pregunta ""¿Por qué he tenido que enamorarme de Cincuenta Sombras? ¿Por qué no puedo amar a José, o a Paul Clayton, o a alguien como yo?"" (posición 12321). Pero la respuesta no se hace esperar a quien haya seguido atentamente la lectura del libro: ""Porque no tienen pasta, muchacha, y tú tampoco la tienes"". En otro momento del relato le dice Christian Grey a ella, que se supone que no sabe mucho del tema, pero él sí, pues ya ha tenido 15 sumisas: ""Lo que parece que no te queda claro  es que , en una relación amo/sumiso, es el sumiso el que tiene todo el poder"". Eso es un dicho de toda sumisa principiante, sobre todo de las que se lo acaban dejando, pero no de un supuesto amo experto, como el Sr. Grey. En cambio en el libro de Crane, Silvia nunca sería capaz de proferir semejante disparate, a pesar de no ser un multimillonario poseedor de un importante hólding de empresas, sino una triste camarera en paro. Pero con las ideas muy claras.Y la autora, la Sra. James, nos amenaza con dos nuevas entregas de la trilogía. Seguramente quiere emular la gesta de Jean M. Auel con su ""El clan del oso cavernario"". Pero la diferencia es que esta sabe de lo que habla, a pesar de tratarse de un tema mucho más resbaladizo, la prehistoria, sobre la que propia definición, faltan documentos originales. Al contrario del BDSM, sobre el que no sólo hay documentos fidedignos escritos, sino documentos ambulantes en todos los países occidentales, la gente que lo practica.A lo largo de la historia Anastasia habla de su inconsciente y de su diosa interior, como si fueran su diablo particular y su ángel de la guarda, con cuyas reacciones y voces se ayuda a la hora de tomar decisiones, sólo que la diosa es en realidad el ángel malo, en un intento de diluir la responsabilidad de la protagonista, con la que se quiere hacer identificar a la lectora y por  lo tanto así liberarla de todo posible sentimiento de culpabilidad indirecta. Por eso he titulado esta crítica la inconsciente y la diosa. Son una referencia constante a lo largo de toda la historia, pero ni aún así consigue la autora conservar el suspense inicial que nos lleve a un final inesperado, políticamente correcto, romántico, o comoquiera que se le quiera tildar. Todo menos lógico o realista.Mi resumen es que este es un libro que no se tenía que haber escrito jamás, que sirve sólo al deseo de una persona de enriquecerse, y que tiene poco que ver con las mamás (la madre de la protagonista está retratada con mucha superficialidad, y sin salirse del arquetipo de mamá en una sociedad occidental y mercenaria) ni con el porno (el porno no son cuatro o cinco pajas mentales aderezadas con un par de latigazos y coitos). Es una mala inversión de dinero, y por mucho que la campaña publicitaria insista, el lector que sepa algo de amor, de BDSM o de porno, a las pocas páginas es consciente de que le han tomado el pelo. Espero que mi critica ayude a futuros posibles víctimas a no tirar el dinero en las otras dos partes.",1
22,"Es una versión de la película niufomana. La escritora se debe haber basado en ella, lo cual no es malo si coges pocas cosas que te gustan, pero este caso es demasiado parecida. No entiendo porque le gusta a la gente cuando pone a las mujeres como simples marionetas con las que hacer lo que se quiere y luego dejarlas solas...",1
22,Libro de lectura muy fácil y realmente adictivo. Leí la trilogía en dos semanas y te quedas con ganas de más. Evidentemente no es un Tolstói pero te entretiene y te hace volar la imaginación. Más que erótico es un libro romántico aunque contenga párrafos que te hagan sonrojar.,5
22,"Sin lugar a dudas un libro que engancha...pero hay que tener muy en cuenta el tema sadomasoquismo..,de no ser asi no gustará",3
22,"es un libro escrito por y para mujeres. es muy romentico (demasiado), la protagonista es tontisima y se repite mucho.si te gusta la novela romantica es tu libro, si no olvidalo.no se como ha podido ser superventas",1
22,El libro no merece mucho la pena. Al principio las escenas de sexo tienen su gracia pero termina siendo monotono. Yo no lo recomiendo,2
22,"No tengo ni la más remota idea de que va el libro ni me interesa (no soy aficionado a éste tipo de novela), no me he leído ni una sóla página, pero desde que se lo regalé a mi mujer soy una de las personas mas felices que existe :PLe pongo 5 estrellas por que no hay 6, se lo recomiendo a todo el mundo, jeje",5
23,"No es la mejor novela que he leío, eso está claro, ni su narrativa bastabte buena..... Pero a mi me ha enganchado.",5
23,"es increíble que haya un editorial que halla permitido que un libro con tal pobreza gramatical, pase de la fase de revision sin enviarle una carta insultando al autor.admito que la idea de ¿que pasaría si: escribo un libro sobre amigos con derecho? puede considerarse original, pero orientada de mala manera con personajes planos y sin personalidad, tumbo una idea que en la manos correctas y sin la estupidez que tiene este libro por argumento podría llegar muy lejos",1
23,"¡¡¡¡ Lo que hace el marketing!!!, es la típica historia de chico rico, guapo y bien dotado que se encapricha de una chica guapa, un poquito simple, a la que milagrosamente no le importa el dinero, con una gran dosis de machismo, aderezado con escenas de sexo que llega a ser aburrido, en fin ni fu ni fa.",1
23,"No sé ni por donde empezar, lo que yo suponía o esperaba que podía ser este libro no es nada de lo que finalmente resultó ser. La verdad es que es trayente y emocionante en un aspecto pero por otro lado lo que allí vas a leer resulta total y absolutamente denigrante en muchos aspectos. La verdad que este libro es como las películas de Almodovar las amas o las odias...yo todavía etoy por decidir cual de las dos cosas más.Desde luego me he quedado muy sorprendida pero es verdad como dicen otros lectores que no es un libro brillante en la narración pero si lo recomiendo porque creo que yo personalmente he aprendido algo nuevo leyendolo y me gustaría que todo el mundo tubiese la oprtunidad de aprender y de poder anañizar fríamente lo que allí se debate por esa ra<ón voy a darle una puntuación alta.",4
23,"Para mi esta novela es más que una novela erótica es la historia de dos personas opuestas que quieren estar juntas tienen dos puntos distintos de vista de lo que es el amor, el sexo, la vida, pero que ceden para poder estar juntas y amarse, es más que una historia de esposas, cadenas, azotes, sado masoquismo.Dice algo que es totalmente cierto, la infancia de cada persona, crea lo que luego seremos de mayores, podemos ser buenas personas o monstruos.Christian Grey le odias y le amas al mismo tiempo, pero en el fondo es un ser atormentado que necesita ser amado, como lo necesitamos todos.Me encanta esta novela, lo curioso es que fue publicada en un foro como spin off ahora ha llegado con una fuerza arrolladora.",5
23,No es criticas mojigatamente una novela erótica. Es simplemente decir la falta de coherencia de las situaciones y la falta de lógica y credibilidad de los personajes. Además de la extrema limitación literaria de la autora. Ni siquiera la termine de leer por lo sosa de la trama.,1
23,"Lo comencé a leer por recomendación de una amiga y no lo terminé. Es aburrido, machista, infantil y ni siquiera las escenas explícitas de sexo valen la pena.",1
23,"Leí aproximadamente la mitad del libro. No necesité más. No empaticé con la historia. Me pareció aburrida, y sobre todo muy mal escrita.",1
23,"A pesar de que la novela erótica no suele encontrarse entre los libros más leídos, las 50 sombras debe ser uno de esos que, por la trama, la forma de contar la historia o los mismos personajes, engancha. Quizá en el avance de la trilogía se vaya perdiendo el fuelle inicial pero, desde luego, el primer libro es bueno (no digno de las más exquisitas literaturas, pero sí entretenido).",5
23,"Me regalaron el libro en agosto por mi cumpleaños, yo queria uno se Eduardo Mendoza!!, el caso es que se va a quedar sin leer.No es un libro que yo me hubiese comprado, pero despues de leer tantas criticas de los lectores me da más pereza todavia.Se lo prestaré a una amiga que si lo quiere leer y con suerte no me lo devolverá.",2
24,"Una extensa y eterna novela (por lo mala), repleta de repeticiones, lenguaje simple y diálogos de quinceañeros.Mala hasta decir basta, no se merece ni una sola de las criticas buenas que se le den, ni la fama efímera que tiene.El mejor momento es el de leer la última pagina, y saber que el sufrimiento de leerla se ha terminado.Un saludo.",1
24,"Cogí el libro porque me lo recomendaron. Sinceramente, no entiendo su éxito: el libro es infumable! El relato es pobre, el vocabulario horrible, el ritmo forzado, situaciones metidas con calzador,...",1
24,"No recomendable en absoluto, lectura pesada. La autora se explaya páginas y páginas en detalles que no hacen a la historia.",1
24,"No se porque la gente lo pone tan a parir, vale que no tiene el mejor estilo del mundo, pero no creo que la autora pretendiese ganar el premio Nobel de literatura. Es un estilo de primera persona, como si una persona de la calle normal escribiese lo que le está pasando.Dejando atrás el estilo del libro, la historia engancha desde el principio y no es por leer escenas de sexo, sino por la historia que hay entre Anastasia y Christian. A muchas mujeres nos pasa que no podemos evitar sentirnos un poco identificadas con la personalidad de Anastasia, y quien no se enamoraría perdidamente de Christian Grey???",5
24,La sumisión sexual de la mujer a los deseos del hombre.He de confesar que ni siquiera lo he leido entero.Con esta trama y estos protagonistas lo más impresionante de la novela es que haya tenido tanto éxito entre el  público femenino.,1
24,"Demasiado espeso, se centra demasiado en las relaciones sadomasoquista y lector quiere leer mas sobre la tara d Cristiam Grey. La protagonista ñona y con falta d personalidad. La verdad es q no se porque es exito d ventas!!!!",1
24,"Un amigo me dejó este libro, y con una media sonrisa me dijo ""ya me contarás"". Le cuento-Les cuento: Una bazofia. La crónica de cómo una inteligente señorita cae en manos de un hombre de oscuro pasado y que lo tiene todo (dinero, belleza, poderío físico), y va siendo seducida y sometida a vejaciones ""in crescendo"", adornado con un halo de sado-erotismo de salón... ¡BROUARGH! Lo he leído hasta el final esperando encontrar el porqué se ha convertido en un supuesto éxito comercial... no voy a seguir buscando en los dos libros siguientes.",1
24,"He leído críticas muy negativas acerca de este libro y aunque me ha costado empezarlo, lo he hecho y me está entreteniendo. A ver, no es una obra maestra y está muy mal escrito (o mal traducido, no lo se porque lo estoy leyendo en español). Es literalmente ""Crepúsculo para adultos"", tiene pasajes casi con las mismas palabras, los personajes son muy parecidos y la protagonista es Bella un poco más adulta. Pero su fin, que creo que es entretener, lo está consiguiendo. Me pongo a leer y me divierte. Para dramas, ya está la vida.Si queréis un libro que os marque, no elijáis este, pero si os apetece un libro para desconectar aquí lo tenéis.",3
24,"He leído esta novela por el morbo de las malas críticas. Entiendo perfectamente pro qué ha tenido tanto éxito, la mayoría de las mujeres no son consumidoras de literatura erótica y esta novela les ha llegado a las manos sin casi buscarla. Para pasar el rato no está mal,tampoco era para que la pusieran tan mal.",2
24,"Pero como se pueden vender miles de libros de este espanto de ""libro"" nunca he puesto una mala critica, hay libros para todos los gustos por supuesto, pero este es.... ya lo he dicho al principio, siempre pienso que a todo escritor/a hay que darle merito porque hilar una historia es a base de mucho trabajo y esfuerzo y merecen todo mi respeto, pero desde luego ni se me ocurrira leer los 2 siguientes.",1
25,"Como literatura 0, nada del otro mundo, una historia de un señor con pasta y con problemas psicológicos de niñez y que encuentra a una mujer dispuesta a hacer realidad todas sus fantasías sexuales, a veces era tan pesado que tenía que pasar las páginas rápido así sin leer, vamos que solo se ****",1
25,"Horroroso, quizá la temática por original (en su momento), le ha valido a este libro el megaéxitode ventas que ha tenido. Está redactado de manera descuidada e infantil y tiene unos tintes machistas disfrazados de románticos que ponen los pelos de punta. No lo recomiendo.",1
25,"Por dónde empezar... La protagonista es lo más parecido a un personaje japonés de manga erótico: se ruboriza con mucha facilidad, es servil y es incapaz de negarse a las demandas de su amo, el señorito Grey, del que se siente locamente enamorada. Él es un joven que no solo es perfecto físicamente, sino que también es inmensamente rico, tiene unos modales sin parangón y es extremadamente versátil: lo mismo sabe pilotar un helicóptero que tocar el piano como Chopin. Más que personas de carne y hueso parecen caricaturas de rasgos dudosos.El mensaje del libro se puede resumir en estas frases de la protagonista: ""El sado es una distracción del verdadero problema. El sexo es alucinante, y él es rico, y guapo, pero todo esto no vale nada sin su amor,...""; ""...el dolor físico de las dentelladas del cinturón no son nada, nada, comparado con esta devastación"". Por parafrasear a la autora... ¡Guau! Es decir, que si me amas, todo vale cariño. Me puedes pegar, me puedes tratar con condescendencia, me puedes hacer tu esclava, etc. Eso sí, es imprescindible que seas guapo y rico, dos cosas sin las cuales es difícil que yo me pueda enamorar de ti. Y además, la culpa de todo lo que pase es mía, incluso de que no soporte que me pegues, porque eso no es nada comparado con el dolor y el sufrimiento al pensar que puedo perderte...Que esto lo haya valorado con cinco estrellas un cura o arzobispo reprimido, retrógrado, reaccionario y pervertido no me extrañaría tanto, pero que lo haya hecho alguna otra persona es para echarse a llorar. No sé cómo ""Cásate y sé sumisa"" podría llegar a superarlo. O a lo mejor es que no he conseguido captar el mensaje liberador y bello que oculta en sus páginas...Esas frases dan también una idea de la pobreza literaria de todo el texto. Es como transcribir los pensamientos y las conversaciones de jóvenes sumidos en una profunda y prolongada edad del pavo que son esclavos de una explosión hormonal y que tienen una riqueza lingüística y espiritual equiparable al de los personajes de una serie del canal Disney.",1
25,"Demasiado esfuerzo se toman quienes aborrecen el libro. Si no gusta, se deja de leer y punto. A la escritora no le van a dar el Nobel, es evidente, pero algo tendrá  el vino cuando lo bendicen. A mi, me ha enganchado, y creo que se porque , a mi me gustaría ser Anastasia. No es mas que una novela romántica con un punto canalla y algún toque de glamour. Muy entretenida. Todas las reseñas de la trilogía dan una pista de lo que vas a leer. No creo que nadie se pueda sentir engañado. Yo puedo leer a Louise Erdrich y a E L James y disfrutar de la lectura. A cada cual lo suyo.",5
25,"Verdaderamente resulta difícil explicar no ya el éxito planetario de este libro, sino el que fuera publicado. El vocabulario es de tal pobreza, los diálogos son tan forzados y artificiales, las situaciones son tan repetitivas y los personajes son tan descerebrados que cuesta trabajo creer que en la editorial no lo arrojasen directamente a la papelera. Fijémonos en la heroína, esa joven de inquietos incisivos que no cesa de mordisquearse el labio mientras repite ""Uau"" tres veces en cada párrafo. Admiremos a Christian Grey, fusión de las fantasías de tres o cuatro quinceañeras: guapo, rico, joven, con un pasado y un presente tormentosos y listo para ser redimido por la primera jovencita bienintencionada que se cruce en su camino. Si me dijeran que este libro lo ha escrito una adolescente con la mente algo calenturienta todavía lo consideraría aceptable para un concurso del Instituto. Pero resulta que no, que la garrapateadora de papeles en cuestión tiene ya cierta edad y experiencia en las cosas de la vida. Asombroso. Aún me pregunto si lo ha hecho adrede y en secreto sonríe por su audacia al haber colado semejante bazofia a medio mundo. Incluyo al alma caritativa que me prestó el libro.Como comedia involuntaria puede funcionar, porque escenas desternillantes hay unas cuantas, a gusto del consumidor. Las parodias han comenzado a circular, pero no son necesarias. El libro es la parodia.",1
25,"Mi marido me ha regalado este horror (en papel: un libraco). Menos mal que al preguntarle: Cariño, ¿por qué ese libro y no otro?, me ha contestado que porque la dependienta de la librería le dijo que era ""el libro de moda para mujeres"". Ya no hay libreros como antaño, de cuya sapiencia podías fiarte. Ahora hay chavalas con buenas intenciones... de vender el producto de moda, aunque sea un espanto que un auténtico amante de la literatura jamás recomendaría.",1
25,"Menos mal se me ocurrió leer las valoraciones antes de cometer el error de gastar 15 dólares en la versión en inglés de este bodrio. Cómo será de malo que la sobrina de una amiga, de 15 años de edad,lo estuvo leyendo y dijo que era muy lento y repetitivo. Osea que es infumable hasta para los adolescentes.Gracias a todos ustedes por no hacerme sucumbir ante el poder del marketing, como dijo alguno por allí.Saludos",1
25,Uno de los libros más malos que he leído. Vocabulario mundano. Escritura mediocre y trama para reírnos de la estupidez o llorar por todos esos árboles talados en su publicación. No lo recomiendo a nadie.,1
25,"Me ha parecido aburridísimo y muy muy muy previsible. Ana se pasa todo el libro opinando sobre lo guapo y estupendo que es Christian y sinceramente parece que su atracción es puramente sexual, y no un amor grandioso como quiere hacer creer... Y esas prácticas sexuales tan morbosas y atrevidas, no son para nada, ni una cosa ni la otra. Lo dicho: aburrido y un horror. Sí es cierto que ""calienta"" en algún momento, pero porque describe las escenas de sexo. Si estas no existieran, la trilogía se convertía en un único tomo, seguro, porque meollo o argumento, hay más bien poco",1
25,"Realmente me ha decepcionado, creia que seria algo con más intriga o con algo, pero parece una historia contada por una adolescente que comienza a ver el mundo del sexo como lo único importante. No lo he llegado a acabar, me superó el aburrimiento.",1
26,"Al terminar de leer el primer capítulo pensé: ""menos mal que me lo han prestado"". Leí el segundo capítulo porqué me parecía increíble que en estos tiempos a alguien le pudiesen publicar un escrito de tales características y esperaba estar equivocada. Leí el tercero porqué una amiga me lo recomendó y quise darle otra oportunidad antes de ser demasiado dura con mi opinión......Malo, malo pero malo a rabiar..... Hacía mucho, mucho tiempo que no leía algo tan básico como ésto. La última vez fue cuando con 15 años me atreví a escribir ""historias románticas"" con alguno de mis ídolos de tv (y hasta puede que estuviesen más cuidadas y trabajadas).",1
26,¿Que decir que no se haya dicho ya sobre esta trologia? Es... simplemente perfecta. No puedes evitar enamorarte de Christian Grey.,5
26,Lo estoy leyendo y me pregunto ¿ Qué hago leyendo este bodrio? Me recuerda a una telenovela barata. Es a la literatura lo que telecinco a la televisión: basura. Solo sirve para entretenimiento si no tienes otras cosas más divertidas.,1
26,"Voy por el quinto capítulo y me preguntaba...¿Cómo es posible que este libro tan pesimamente escrito haya obtenido tanta popularidad...será que está terriblemente  traducido? no puede ser.Me metí en amazon.com para leer las opiniones de la gente que lo ha leido en inglés...y lo mismo....el 50% de las opiniones le dan una estrella.Los personajes no son creibles..los diálogos son de risa....en fin...me lo leeré porque me lo he comprado..pero la verdad...no entiendo nada.El Sr. Grey....un billonario, tio bueno, macizo, con una personalidad arroyadora...que tiene 26 años....vamos...que debería estar casi de botellón en la calle y resulta que es dueño de un imperio.La protagonista no hace otra cosa que ruborizarse constantemente, morderse el labio inferior...y pensar y hacer sandeces...Quiero que me devuelvan mi dinero!! me siento estafada!!!",1
26,"Pensaba comprarlo, por la fama que tuvo, pero con las críticas que leí, mejor gasto el dinero en otra cosa.",1
26,"Hacía tiempo que no leía un libro tan malo. Es una basura literaria. Un lenguaje infantiloide que raya la estupidez, banal e incoherente. Es sencillamente horrendo. Es tan horrible que me he negado a terminarlo. No aportaba nada y encima aburría hasta la saciedad.",1
26,Yo no entiendo como este libro pudo haber llegado ha vender tantas copias. Lo empece a leer en Español pero no podia creer lo mal escrito o traducido que es. Me consegui la version en Ingles y mi opinion cambio de pesimo a malo.,1
26,"No llego a entender como este libro ha generado tantos fanes y tanta expectación. Esta muy mal escrito, con un vocabulario relamente pobre, es tan mediocre que se hace pesado de leer, admito que lei solo los 3 primero capitulos porque no me dio la cabeza para leer más. No recomiendo el libro en absoluto, como dicen por ahí es porno para mamás nada más.",1
26,"La protagonista (o la diosa que lleva dentro, que tanto da, pues lo repite hasta el vómito) basicamente solo sabe hacer cuatro cosas: poner los ojos en blanco, ruborizarse, morderse el labio y gemir. Página tras página. Ni pasándomelas de tres en tres he conseguido terminarlo. No tengo la menor intención de leer los otros dos. A las escenas eróticas llegas tan somnoliento, que no se te levanta ni las cejas. O si, de puro asombro. Increíble que haya llegado a publicarse. ¿Tan monótona es la vida sexual de algunas personas que necesitan esto para ""ponerse"" Lamentable.",1
26,"Estoy totalmente de acuerdo con la mayoria de las opiniones negativas,menos mal que me lo han dejado y no lo compré, como tenia pensado para mi Kindle.Está mal escrito, es simple, y la protagonista es una tonta que no sabe mas que decir uf,y mordeserse el labio, no me explico como ha podido tener tanto éxito,vamos que no lo recomiendo para nada.",1
27,"Es un libro del que todo el mundo tiene una lectura distinta, no me valió ninguna de las que oí o leí, para mi es un libro con una historia coherente, divertido y con giros que me encantaron. Eso si no vale leerse sólo la primera",5
27,"Junto con lo espantoso de este libro está la traducción de ""shades"" por sombras. ¿Nadie se percató de que debía ser ""matices""?",1
27,solo  he  leido  50  sombras  liberadas.Me  niego  a  leer  los  demas.No hecho  malo para  autoca stigarme.Ni es literaturaNi es  eroticaN  es literatura  erotica,1
27,"Que horror de libro, voy por el capítulo 11 y no puedo mas,lo dejo. Esto es una historieta de la Superpop pero de 300 páginas. Creo que las de la Superpop tenían más valor literario. Y encima la escritora (por llamarle de alguna manera) se ha hecho de oro. Increíble.",1
27,"Enganchada hasta el final, cada pagina que leía me despertaba mas ansias por seguir leyendo, hasta el punto de que terminé el libro en 4 días, ansiosa por empezar a leer el segundo libro de la trilogia.",5
27,"es ver a un maltratador rico, egolatra rozando el narcisimo camuflar el acoso y maltrato con bdsm... no pude llegar ni a la mitad del asco que me dio.",1
27,Se podría decir que es una de las peores pelis que he visto....  Y eso que fui gratis.....  No pagaría por verla.... No me dormí de milagro....  Aburridisima!!!,1
27,Son unas novelas flojas. Básicamente es el mismo acto sexual repetido una y otra vez con pequeñas variantes. No hay trama real. Me decepcionó.,1
27,"Una amiga mía lo estaba leyendo este verano y me preguntaba que es lo que la tenía tan pegada al libro.Lo he leido en inglés y he llegado a la conxclusión de que se trata de un libro mediocre sin mas, para leer en verano en una tumbona. En inglés es pasable (como muchos otros libros), en español dudo que hubiera podido terminarlo.",3
27,"Es bazofia literaria y me parece muy alucinante que se lo hayan publicado, que lo haya vendido, que haya gente que lo termine y se compre los siguientes, que me lo hayan recomendado! pero lo peor de todo es que me apena que esta escritora se esté forrando con esta porquería y otros escritores de calidad no puedan vivir de ello. Lamentable",1
28,"""Madre mía"", ""uau"", ""diosa interior bailando merengue"". En eso podría resumirse esta basura que no merece llamarse libro puesto que son coletillas que aparecen cada dos frases. Mal escrita, sin argumento y por supuesto sin vocabulario. La protagonista parece imbécil y el disfraz de romántico que lleva el hombre camufla gestos y actitudes misoginas, machistas y peligrosas. No me explico cómo se pudo publicar y ni mucho menos el éxito que tiene.",1
